station,history_days,pred_len,model,MAE,RMSE,NMAE,NRMSE,R2
station08,1,1,Iterative,0.4668421149253845,1.041791730366703,0.02772429122931139,0.061868748361726296,0.9578525424003601
station08,1,16,MultiStep,0.9351056218147278,1.7286450008962324,0.0555329944760906,0.10265881312914611,0.8839433789253235
station08,1,16,Iterative,1.0977762937545776,2.0545571869693937,0.06519349625847369,0.12201371722411625,0.8360563516616821
station08,1,96,MultiStep,1.235392689704895,2.0616135281638157,0.07336610305052507,0.12243277122981325,0.8343700766563416
station08,1,96,Iterative,1.156372308731079,2.0181470366143452,0.06867333008697322,0.1198514324175972,0.8412806391716003
station08,2,1,MultiStep,0.45022931694984436,1.0603546474184955,0.026737709182656916,0.06297114187327077,0.955994725227356
station08,2,1,Iterative,0.4464181363582611,1.0482204957426693,0.026511375102524833,0.06225053260489958,0.9569961428642273
station08,2,16,MultiStep,0.9630594849586487,1.7617002769567438,0.05719308686709146,0.10462186245753281,0.8788435459136963
station08,2,16,Iterative,1.1374900341033936,2.096932682432152,0.06755197092910577,0.12453026519533698,0.8283469676971436
station08,2,96,MultiStep,1.197596788406372,2.0621742222441304,0.07112152283513033,0.12246606909535754,0.8342799544334412
station08,2,96,Iterative,1.103078842163086,1.9987593617557005,0.06550839800284289,0.11870005912273889,0.8443155288696289
station08,3,1,MultiStep,0.43713343143463135,1.0421721312892425,0.025959985553357712,0.06189133918124152,0.9574093818664551
station08,3,1,Iterative,0.4400627017021179,1.042304981478832,0.026133945741157266,0.061899228737963795,0.957398533821106
station08,3,16,MultiStep,0.9139058589935303,1.6952842323302164,0.05427400695192272,0.10067762155754655,0.8872345685958862
station08,3,16,Iterative,1.0516740083694458,1.8901660456706704,0.06245562590468501,0.11225104215438067,0.8598184585571289
station08,3,96,MultiStep,1.27525794506073,2.0921769567085793,0.07573357572293528,0.12424783753778057,0.8294227719306946
station08,3,96,Iterative,1.0624237060546875,1.9412644639615482,0.06309401678615106,0.11528561719540903,0.8531433343887329
station08,5,1,MultiStep,0.4582017958164215,1.0491010996171997,0.0272111697357003,0.06230282891128368,0.956976056098938
station08,5,1,Iterative,0.4460127055644989,1.0497237205332046,0.026487297837341953,0.06233980441766776,0.9569249749183655
station08,5,16,MultiStep,0.9434900283813477,1.7251530068029048,0.05603091812523497,0.10245143453557187,0.8836595416069031
station08,5,16,Iterative,1.0472521781921387,1.9484070825229167,0.06219302725798448,0.11570979494374033,0.8515996932983398
station08,5,96,MultiStep,1.274532675743103,2.0805111143387838,0.07569050424943553,0.12355503969252374,0.830794095993042
station08,5,96,Iterative,1.1413989067077637,2.0012633386723775,0.06778410663194216,0.11884876247029466,0.8434388637542725
station08,7,1,MultiStep,0.44998326897621155,1.0629542445637403,0.02672309716403373,0.06312552380675417,0.9559454917907715
station08,7,1,Iterative,0.46668538451194763,1.0651659337471346,0.027714983500878816,0.0632568691011669,0.9557619690895081
station08,7,16,MultiStep,0.8803214430809021,1.679274184363632,0.05227953366478828,0.0997268349463348,0.889922559261322
station08,7,16,Iterative,1.019269347190857,1.9042207516836325,0.06053121455665153,0.11308570713037153,0.8584566116333008
station08,7,96,MultiStep,1.2795162200927734,2.11823283497593,0.07598646134175258,0.1257952145507456,0.8246027231216431
station08,7,96,Iterative,1.2017515897750854,2.039743711603764,0.07136826347712352,0.12113399131245425,0.8373602628707886
station09,1,1,MultiStep,0.28636738657951355,0.6510789682510599,0.023774872316480625,0.05405405805111422,0.954835057258606
station09,1,1,Iterative,0.2695189416408539,0.6350211465498417,0.022376076064112464,0.05272090113968194,0.9570354223251343
station09,1,16,MultiStep,0.7257735729217529,1.3024437621673741,0.06025537416461178,0.10813184599960732,0.8191934823989868
station09,1,16,Iterative,0.7959221005439758,1.3078603938549607,0.06607926461292016,0.10858154709265416,0.8176864385604858
station09,1,96,MultiStep,0.7645882964134216,1.3583556112947153,0.0634778608661751,0.112773774991098,0.8029447793960571
station09,1,96,Iterative,0.7592226266860962,1.4122392059199989,0.06303239075107822,0.11724731367673814,0.7870010137557983
station09,2,1,MultiStep,0.2864914536476135,0.6672689106785182,0.023785172646898795,0.05539818392599668,0.9526844620704651
station09,2,1,Iterative,0.27089038491249084,0.6345615234893496,0.022489936406457738,0.05268274218692049,0.9572092890739441
station09,2,16,MultiStep,0.715208888053894,1.2397840748723663,0.05937826997758363,0.10292969612275404,0.8366146683692932
station09,2,16,Iterative,0.7945479154586792,1.348761859661352,0.06596517663896344,0.1119772798914163,0.806628942489624
station09,2,96,MultiStep,0.7609231472015381,1.3967800014203593,0.06317357183531094,0.11596385532806464,0.7916387319564819
station09,2,96,Iterative,0.7045325040817261,1.331961576815462,0.05849189227664549,0.11058248216562538,0.8105282783508301
station09,3,1,MultiStep,0.28483501076698303,0.6450704457751202,0.023647650988245818,0.05355521683744652,0.9557937979698181
station09,3,1,Iterative,0.2591346204280853,0.6338062254664054,0.021513946078307176,0.052620035625705976,0.9573241472244263
station09,3,16,MultiStep,0.7336542010307312,1.2406587130100137,0.060909641849569,0.10300231057195536,0.8364788889884949
station09,3,16,Iterative,0.8507861495018005,1.3625612735094477,0.07063420284914018,0.1131229386418748,0.8027662634849548
station09,3,96,MultiStep,0.7440559267997742,1.4280091320087782,0.06177321680125567,0.11855656883906426,0.7822175025939941
station09,3,96,Iterative,0.7339233756065369,1.3963319922050932,0.06093198933559756,0.11592666058317143,0.7917723655700684
station09,5,1,MultiStep,0.2898232042789459,0.6523133687694028,0.0240617821686618,0.05415654079211884,0.9549252986907959
station09,5,1,Iterative,0.25598305463790894,0.6312539251602057,0.021252295912227152,0.05240813784426513,0.9577887058258057
station09,5,16,MultiStep,0.7407021522521973,1.2113327857859384,0.06149477880383111,0.10056760533668863,0.8442164063453674
station09,5,16,Iterative,0.8302326202392578,1.3459383865470438,0.06892780206200194,0.11174286872615236,0.8076708316802979
station09,5,96,MultiStep,0.7160248756408691,1.3825582927948352,0.05944601512455685,0.1147831367038782,0.7958601117134094
station09,5,96,Iterative,0.7593465447425842,1.3925353226898645,0.06304267871021316,0.1156114524373326,0.7929031848907471
station09,7,1,MultiStep,0.27391356229782104,0.6526144459719873,0.02274092747490589,0.05418153690684527,0.9550509452819824
station09,7,1,Iterative,0.2825450003147125,0.6443901138679178,0.023457529107551067,0.05349873413381269,0.9561766982078552
station09,7,16,MultiStep,0.7196406722068787,1.2697713771552006,0.05974620678641488,0.10541931022094372,0.8296440243721008
station09,7,16,Iterative,0.800327718257904,1.3968897944612069,0.06644502902441604,0.11597297059624712,0.7938275337219238
station09,7,96,MultiStep,0.7444378137588501,1.3800615004643024,0.0618049219259202,0.11457584732093479,0.7987651228904724
station09,7,96,Iterative,0.8008583784103394,1.4272640512950434,0.06648908563825845,0.11849471054211885,0.7847639322280884
