station,history_days,pred_len,model,MAE,RMSE,NMAE,NRMSE,R2
station07,2,16,Iterative,1.0775254964828491,2.1244386043605754,0.06361019147000928,0.12541322393832233,0.8187971115112305
station07,2,96,MultiStep,1.1430084705352783,2.155130842268316,0.06747588609263946,0.1272250967304995,0.8140273094177246
station07,2,96,Iterative,1.075576901435852,2.1392026756395426,0.06349515892141384,0.1262847999743395,0.8167661428451538
station07,3,1,MultiStep,0.44281259179115295,0.9954503094233466,0.026140814153453897,0.058764999053836246,0.9602760076522827
station07,3,1,Iterative,0.4838363528251648,1.0000917273413568,0.028562593779746886,0.05903899858648829,0.9599047303199768
station07,3,16,MultiStep,0.9408115744590759,1.7944394398289125,0.055539478725917336,0.10593219067338344,0.8709164261817932
station07,3,16,Iterative,1.1442289352416992,2.2348848841504236,0.06754793449790805,0.13193326362881172,0.7997725009918213
station07,3,96,MultiStep,1.1486496925354004,2.1387227091561347,0.0678089076431493,0.1262564658328195,0.8166325092315674
station07,3,96,Iterative,1.2029184103012085,2.177970948648195,0.071012584529852,0.12857343005974484,0.8098406791687012
station07,5,1,MultiStep,0.4813787639141083,1.0148150809263956,0.028417513499329257,0.05990817091111725,0.9588257074356079
station07,5,1,Iterative,0.45654457807540894,0.9935568723810168,0.026951462513660908,0.05865322267992014,0.9605326652526855
station07,5,16,MultiStep,0.9112668633460999,1.796538279952882,0.05379534855270391,0.10605609272728975,0.8708112835884094
station07,5,16,Iterative,1.0960428714752197,2.131723202613565,0.06470333847454089,0.12584325987823025,0.8181082010269165
station07,5,96,MultiStep,1.1867655515670776,2.1600828520461564,0.07005902339350775,0.12751743161367204,0.8129515051841736
station07,5,96,Iterative,1.0783274173736572,2.11323442953708,0.06365753173395163,0.124751801347291,0.8209770321846008
station07,7,1,MultiStep,0.43990829586982727,1.0032889401530707,0.025969363157404047,0.05922774151627262,0.9598355293273926
station07,7,1,Iterative,0.45582643151283264,0.994522830660798,0.026909067748527166,0.058710246658776784,0.9605343341827393
station07,7,16,MultiStep,0.9205825924873352,1.7791993902742247,0.05434528942769105,0.10503251593403815,0.873845636844635
station07,7,16,Iterative,1.1174689531326294,2.2034300464444008,0.06596819685713005,0.1300763718376948,0.8065131306648254
station07,7,96,MultiStep,1.2096418142318726,2.160097531836444,0.07140949115782111,0.12751829821429914,0.8129489421844482
station07,7,96,Iterative,1.0736136436462402,2.1162638884267206,0.06337926077857654,0.1249306411618936,0.8204633593559265
station08,1,1,MultiStep,0.456658273935318,1.0511652021646365,0.02711950480491879,0.062425409497573435,0.9570906758308411
